,id,projectNumber,roundId,status,amountUSD,votes,uniqueContributors,payoutAddress,metadata.signature,metadata.application.round,metadata.application.recipient,metadata.application.project.lastUpdated,metadata.application.project.createdAt,metadata.application.project.id,metadata.application.project.title,metadata.application.project.description,metadata.application.project.website,metadata.application.project.bannerImg,metadata.application.project.logoImg,metadata.application.project.metaPtr.protocol,metadata.application.project.metaPtr.pointer,metadata.application.project.userGithub,metadata.application.project.projectGithub,metadata.application.project.projectTwitter,metadata.application.project.credentials.twitter.@context,metadata.application.project.credentials.twitter.type,metadata.application.project.credentials.twitter.credentialSubject.id,metadata.application.project.credentials.twitter.credentialSubject.@context,metadata.application.project.credentials.twitter.credentialSubject.provider,metadata.application.project.credentials.twitter.credentialSubject.hash,metadata.application.project.credentials.twitter.issuer,metadata.application.project.credentials.twitter.issuanceDate,metadata.application.project.credentials.twitter.proof.type,metadata.application.project.credentials.twitter.proof.proofPurpose,metadata.application.project.credentials.twitter.proof.verificationMethod,metadata.application.project.credentials.twitter.proof.created,metadata.application.project.credentials.twitter.proof.jws,metadata.application.project.credentials.twitter.expirationDate,metadata.application.project.credentials.github.@context,metadata.application.project.credentials.github.type,metadata.application.project.credentials.github.credentialSubject.id,metadata.application.project.credentials.github.credentialSubject.provider,metadata.application.project.credentials.github.credentialSubject.hash,metadata.application.project.credentials.github.credentialSubject.@context,metadata.application.project.credentials.github.issuer,metadata.application.project.credentials.github.issuanceDate,metadata.application.project.credentials.github.proof.type,metadata.application.project.credentials.github.proof.proofPurpose,metadata.application.project.credentials.github.proof.verificationMethod,metadata.application.project.credentials.github.proof.created,metadata.application.project.credentials.github.proof.jws,metadata.application.project.credentials.github.expirationDate,metadata.application.answers,Round ID,Round name,numRounds,readability,flesch_kincaid,flesch_kincaid_grade,flesch,flesch_grade,gunning_fog,gunning_fog_grade,coleman_liau,coleman_liau_grade,dale_chall,dale_chall_grade,ari,ari_grade,linsear_write,linsear_write_grade,smog,smog_grade,spache,spache_grade
0,0x6aeb3ddab061203d32594b03901bf458679a66fbeab99f0cff3c1ae46b1269da,355.0,0x12BB5bBbFE596dbc489d209299B8302c3300fa40,PENDING,0,0,0,,0x4c3db176694bdfc0f9e4a04738205d562ef31a0266995b81d5c7b95be41147e13a435f1e258ac73dd185cb5d23caea2cb6cee2860a1fc7229ca2619d686ccc081b,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,0xfF2aBEF3af9655D96Da983916e066134adea6390,1970-01-01,1681292760563,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:355,DAOstar,"[DAOstar](https://daostar.org) is the standards body of the DAO ecosystem, composed of over 80 key organizations in the space including every major DAO framework, a large number of DAO tooling companies, and many major DAOs. We're the IETF of DAOs.

We authored and maintain [EIP-4824 / DAOIP-2: Common Interfaces for DAOs](https://eips.ethereum.org/EIPS/eip-4824), along with [many other standards](https://github.com/metagov/daostar/tree/main/DAOIPs) already published and in development. You can participate in the [working groups](https://daostar.one/), or start contributing to our [discussion forum](https://github.com/metagov/daostar/discussions).

Help us shape the future of DAOs!",https://daostar.org,bafybeiapqvrl663ddxkjrp7stdym3tdfiiyzlmeqkmzlvos2o7tvfcizzm,bafybeicbtvyrz2qva3jcmq2ros6f2no64yhr6zb22wx4hxkohmew6sbwvy,1,bafkreifmremdllxughrlnzjoxsb24rpwxneudxakkdwb3ni3yu75r5bdbi,metagov,metagov,daostar_one,['https://www.w3.org/2018/credentials/v1'],['VerifiableCredential'],did:pkh:eip155:1:0xfF2aBEF3af9655D96Da983916e066134adea6390,"[{'hash': 'https://schema.org/Text', 'provider': 'https://schema.org/Text'}]",ClearTextTwitter#DAOstar_One,v0.0.0:6SL3MztUM0uOnqPxSVpdbkv5smaEiWjGN0Z4WVWaWRk=,did:key:z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC,2023-04-12T09:32:26.292Z,Ed25519Signature2018,assertionMethod,did:key:z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC#z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC,2023-04-12T09:32:26.292Z,eyJhbGciOiJFZERTQSIsImNyaXQiOlsiYjY0Il0sImI2NCI6ZmFsc2V9..iboXjf1kpD5Vct3mCUwV3YUguJX7WGhdcEOCYspSWguHk8LZXrK2p_k62I5nEFDEg11NFGxDArjPD3W6c0jJAw,2023-07-11T09:32:26.292Z,['https://www.w3.org/2018/credentials/v1'],['VerifiableCredential'],did:pkh:eip155:1:0xfF2aBEF3af9655D96Da983916e066134adea6390,ClearTextGithubOrg#metagov#9309884,v0.0.0:f/yZ93nizxeRUzXoC4gixi1RdxQbOBduuVbmj+8OrS0=,"[{'hash': 'https://schema.org/Text', 'provider': 'https://schema.org/Text'}]",did:key:z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC,2023-04-12T09:48:40.402Z,Ed25519Signature2018,assertionMethod,did:key:z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC#z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC,2023-04-12T09:48:40.402Z,eyJhbGciOiJFZERTQSIsImNyaXQiOlsiYjY0Il0sImI2NCI6ZmFsc2V9..6OSq8LdDpx0-_tib7wzHXGkPNDKEoIBuLaiiOj7-bLu1we5HFGXKBJ5bBREy3YFyyPOt2p5fLBK4UMRXKprlBA,2023-07-11T09:48:40.402Z,"[{'questionId': 0, 'question': 'Email Address', 'type': 'email', 'hidden': True, 'encryptedAnswer': {'ciphertext': 'qsQPd67VGcHMxNelDA+XP1i+dA5scRGBNfron+fZxnUzlFSFlQbexdqKtgM1Y1V5', 'encryptedSymmetricKey': 'c1c7bb87b6c6f59547ebcb3b63063225f240302d95e4b3874a59780df8330e8057427a4d4475cd622852b75ccfd95200c812ac4236a6df5443f78a11a2471d62ed05f64a62783321d02fab66066b05ee75aa835e5b31782a4342ec2f0331fc8f1b06fb082b1c7f9b20a2c94740687edd2154c91014f6bc40fe2eeae35d68174500000000000000201cb75940d0d3c33a3e54a4c938901018f59a43ace3d35717c7abd49386a4409bcdb7a039227c6a543579a5ea02fd8bb4'}}, {'questionId': 1, 'question': 'Previous project funding sources (VC, grants, token sales, etc)', 'type': 'short-answer', 'hidden': False, 'answer': ""We were previously funded by grants from the Ethereum Foundation, Gnosis/Safe, Radicle, Aragon, Metacartel Ventures, NEAR, The Graph, the EU's Next Generation Internet program, and several Gitcoin rounds.""}, {'questionId': 2, 'question': 'Total prior funding for project in USD', 'type': 'number', 'hidden': False, 'answer': '119998'}, {'questionId': 3, 'question': 'Total team size', 'type': 'number', 'hidden': False, 'answer': '8'}, {'questionId': 4, 'question': 'How old is the project? (Months)', 'type': 'number', 'hidden': False, 'answer': '12'}, {'questionId': 5, 'question': 'If you participated in past grant rounds using a different project payout wallet address, please share it here:', 'type': 'address', 'hidden': True, 'encryptedAnswer': {'ciphertext': 'SSTXgAWq6OJANiogMZ5zvhY8IUino4tLvH81NhuD1PY=', 'encryptedSymmetricKey': '26e2cac0315d21b9ef821c0c6f750f575b6cba524fcbae208497963752d94c9664098c925f911c863bda12f0e4dd20059986fdb177c5942eb81b0381ba43e366474a3c433da8724ccd4c50afa0bde4e8e9dce201b80f2a31d28b2954dcf09bb7dc3317d22dd80282e519595c7fa0ff6bd22c778e99ca2149f3a20936b3de1dcb0000000000000020c46b6f48bcfee89d7213d9ef118550a37d013dd5f0d7a812993454e2771457b59c6d20d284be35c89896cff486364d95'}}, {'questionId': 6, 'question': 'Profiles or socials of other main team members publicly associated with project', 'type': 'paragraph', 'hidden': False, 'answer': 'DAOstar is a public, open-source project built by many contributors across the DAO ecosystem. Key support is provided by: [Joshua Tan, standards lead](https://twitter.com/joshuaztan), [Isaac Patka, technical lead](https://twitter.com/isaacpatka), [Joni Pirovich, regulatory lead](https://twitter.com/jonipirovich), and [Aman Deep, community lead](https://twitter.com/_amanwithwings)'}, {'questionId': 7, 'question': 'Have you read and confirmed your grant abides by the Program General Eligibility Policy? https://gitcoin.notion.site/Gitcoin-Grants-Beta-Round-Eligibility-b7fca9fd3c26450b89ded11caaa6497f', 'type': 'multiple-choice', 'hidden': True, 'answer': 'Yes'}, {'questionId': 8, 'question': 'How does your project fit into the OSS round eligibility criteria? ', 'type': 'paragraph', 'hidden': True, 'answer': ""We've been building open-source (actually, public domain) technical standards as well as reference implementations, factory contracts, hosting infrastructure, and other stuff to support the standards and public goods that we build.""}, {'questionId': 9, 'question': ""If you've participated in past grant rounds, please share any new updates or milestones from the prior months"", 'type': 'paragraph', 'hidden': False, 'answer': ""We recently posted some updates on our [current season](https://github.com/metagov/daostar/discussions/53). In short, we've been working on:\n\n1.  DAOstar Regulatory Interoperability\xa0(a.k.a. Millennium Falcon), led by Captain Joni Pirovich, focused on defining a regulatory API / interface so that we can get legal benefits, especially limited liability status. This will eventually transition into a working group on tax standards.\n2.  DAOstar Grants Management, working with Gitcoin, OpenQ, DaoLens, Station, kycDAO, Solana, and others to define a common grants system standard for DAOs and other Web3 entities (e.g. L1 foundations), timed with the recent Gitcoin protocol launch.\n3.  DAOstar SAFE for DAOs, basically creating a smart contract version of the YC SAFE using fancy game theory to verify equivalence.\n4.  DAOstar Governor Ecosystem Standards\xa0with Tally, OpenZeppelin, ScopeLift, Nouns, Joke DAO.\n5.  DAOstar Attestations\xa0(a.k.a. Voyager), led by Mendes at Avenue, focused on building an interoperable (and minimal!) attestations system for DAOs and DAO tooling, compatible with SBTs, DIDs, verifiable credentials, and other attestation tooling.\n6.  DAOstar Delegations, working with folks at Karma, Agora, Tally, Uniswap, and Optimism to define a delegate registry and standard schemas for delegation!\n7.  More infrastructure development, including a new frontend, better indexing, multichain support (i.e. we already have Cosmos DAOs getting indexed), deeper indexing (so displaying not just the URIs but also retaining the membership rolls), and historical data.\n8.  Actual community management led by\xa0[@amanwithwings](https://github.com/amanwithwings)\xa0and\xa0[@unfriendlyamendment](https://github.com/unfriendlyamendment)\xa0!""}, {'questionId': 10, 'question': ""Anything else you'd like to share about your project, previous work, or other project affiliations? Anything you'd like to add that has not been covered?"", 'type': 'paragraph', 'hidden': False, 'answer': 'DAOstar is fiscally sponsored by Metagov, a 501(c)3 nonprofit based in the US.'}, {'questionId': 11, 'question': 'Does 50% of your team reflect the diversity of the community your project serves with a particular emphasis on including women, Black, Indigenous, and People of Color (BIPoC), individuals with disabilities, and members of the LGBTQ+ community?', 'type': 'multiple-choice', 'hidden': True, 'encryptedAnswer': {'ciphertext': 'zWvcf4hRVgeF+AadzAfnKJ+9WK1u8Vj2iotR+9cCrRk=', 'encryptedSymmetricKey': 'f2c6fc863f925c21f27d58d964efff8c99c2b8100946f21d24ae28b1b76f3872489cab69b6ef333adca5b52b69d1ff05efdd16705b95d9828001fbbbf359aeaf9668e10566e29b85eacb6b968d7daab4d115dcc636439ca9e59fb4c95f5a36a683044734ea30e1950c5ef826fafd8dc62412f99951951d762abcbcf7ae5579ed00000000000000202a2be5cfb7cdcc47eef5b1e99f921fe1853c8e7a30d6fdb956abdc06e2857a16e229f03e1769054d50817ef31d439bb2'}}]",0x12BB5bBbFE596dbc489d209299B8302c3300fa40,['Web3 Open Source Software Round'],1,<readability.readability.Readability object at 0x000001D5E8FFAA70>,,,,,,,,,,,,,,,,,,
116,0x4fb782cbfdc36ab366700e5f49b88a14358cf074299d3691dab74d500e347d87,363.0,0x12BB5bBbFE596dbc489d209299B8302c3300fa40,PENDING,0,0,0,,0x11ca7c308274c59d7016e5fe4ecdbea3b685d29b23eb167670f8f8ef08e13941769636f6e749dfec76503f2e4d3706216f70a6bd2d3861605f43427ded90e3311c,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,0x69f9e121702461eA52F627A6147ea3c6dc2DEF31,1970-01-01,1681311912712,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:363,Test,test,https://www.testing.dev,,,1,bafkreihv6rxqosiullps5ry6s3ec3sb3ilpetyk4lsdfzt4ykqbvvb5v7u,jesuloluwao,lolus-test,_lolu,['https://www.w3.org/2018/credentials/v1'],['VerifiableCredential'],did:pkh:eip155:1:0x69f9e121702461eA52F627A6147ea3c6dc2DEF31,"[{'hash': 'https://schema.org/Text', 'provider': 'https://schema.org/Text'}]",ClearTextTwitter#_LOLU,v0.0.0:Kevh2Or2W+jClAcDowt9+6VO3/Jk8I8ikwKX4Tlm6Do=,did:key:z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC,2023-04-12T21:14:40.405Z,Ed25519Signature2018,assertionMethod,did:key:z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC#z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC,2023-04-12T21:14:40.406Z,eyJhbGciOiJFZERTQSIsImNyaXQiOlsiYjY0Il0sImI2NCI6ZmFsc2V9..T6foKpL_RvsawJxA-Ice9Ho1xU0tDCngiThPrDcsKCvmLQcX9djzJV_cbaK9LV4PREiGiWis9URelR-_QV85Aw,2023-07-11T21:14:40.405Z,['https://www.w3.org/2018/credentials/v1'],['VerifiableCredential'],did:pkh:eip155:1:0x69f9e121702461eA52F627A6147ea3c6dc2DEF31,ClearTextGithubOrg#lolus-test#88308638,v0.0.0:BC0PnERlcGwUfWuVbSnCByq15RaD4sIDF8G7ft21/2Q=,"[{'hash': 'https://schema.org/Text', 'provider': 'https://schema.org/Text'}]",did:key:z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC,2023-04-13T14:17:23.536Z,Ed25519Signature2018,assertionMethod,did:key:z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC#z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC,2023-04-13T14:17:23.536Z,eyJhbGciOiJFZERTQSIsImNyaXQiOlsiYjY0Il0sImI2NCI6ZmFsc2V9..KeOzq1CZMOALTULCkIFx0z4_9Ip9JhHod2bVLkxy5FL56guJibfLdHlrweu74rkdnwwEt4WYCjiJPxrmjfxLDA,2023-07-12T14:17:23.536Z,"[{'questionId': 0, 'question': 'Email Address', 'type': 'email', 'hidden': True, 'encryptedAnswer': {'ciphertext': 'oTBU4khLEkKEiekz6REMYZgo5tU3cDtwsD3JCyD8k70=', 'encryptedSymmetricKey': '02d1234912a1dbd76ced6a835783847aed85eda3c052b742a6abeb33e407c5d9067083f825f022f882aac8201513a40d2651c7cd0ba2464336a86de84e817f69336261a83f7d2742b9c7761afcd3156531ce73115850152ff8bf1d3ece6bc88d6939e99d07790e81599e209f3f8a4eb38c70d32e596e2169af227fa4a462c0e9000000000000002045891587549bd1c1aa3c81fcb36f5c1ea89407fd60c84cdb46d4af2d50f7d2f8e3c36d1c3edaad5c6b0366cc4f9975ad'}}, {'questionId': 1, 'question': 'Previous project funding sources (VC, grants, token sales, etc)', 'type': 'short-answer', 'hidden': False, 'answer': 'None'}, {'questionId': 2, 'question': 'Total prior funding for project in USD', 'type': 'number', 'hidden': False, 'answer': '2'}, {'questionId': 3, 'question': 'Total team size', 'type': 'number', 'hidden': False, 'answer': '2'}, {'questionId': 4, 'question': 'How old is the project? (Months)', 'type': 'number', 'hidden': False, 'answer': '3'}, {'questionId': 5, 'question': 'If you participated in past grant rounds using a different project payout wallet address, please share it here:', 'type': 'address', 'hidden': True, 'encryptedAnswer': {'ciphertext': 'zB+92l/O4ydTKvPuTqR9QBCASz5RK6VLMlIC8N1gqog=', 'encryptedSymmetricKey': '5523de215b04fd6088c51e182d33598c9b87d0a4fa71184d0324b910ac6a20243b6e99b2dbc8a36c0e2dbc11ae639d1843bf2127fb15ab4e97343b617ffede030c7308897a5bc8d28ce731a858a152b57e3c79698aaf0963c43772270bd3c08d525eadfad46ec2b8c9665097c3a421fe4741a3e26fe073b8c55082c008254eb40000000000000020d9ac55cb41430258d4d961b2576c86df16bf90bbc438c962086935ed7ac26d1af0deb09f6fedfb687516a5b8fb5c1bb2'}}, {'questionId': 6, 'question': 'Profiles or socials of other main team members publicly associated with project', 'type': 'paragraph', 'hidden': False}, {'questionId': 7, 'question': 'Have you read and confirmed your grant abides by the Program General Eligibility Policy? https://gitcoin.notion.site/Gitcoin-Grants-Beta-Round-Eligibility-b7fca9fd3c26450b89ded11caaa6497f', 'type': 'multiple-choice', 'hidden': True, 'answer': 'Yes'}, {'questionId': 8, 'question': 'How does your project fit into the OSS round eligibility criteria? ', 'type': 'paragraph', 'hidden': True, 'answer': 'Test'}, {'questionId': 9, 'question': ""If you've participated in past grant rounds, please share any new updates or milestones from the prior months"", 'type': 'paragraph', 'hidden': False}, {'questionId': 10, 'question': ""Anything else you'd like to share about your project, previous work, or other project affiliations? Anything you'd like to add that has not been covered?"", 'type': 'paragraph', 'hidden': False}, {'questionId': 11, 'question': 'Does 50% of your team reflect the diversity of the community your project serves with a particular emphasis on including women, Black, Indigenous, and People of Color (BIPoC), individuals with disabilities, and members of the LGBTQ+ community?', 'type': 'multiple-choice', 'hidden': True, 'encryptedAnswer': {'ciphertext': 'IjA9SEM3klkolTl3dYDfpNYg+wCK+AQahx/kCaPgesQ=', 'encryptedSymmetricKey': '083f8bbb23a8606e076edaa02ee3c94d71354317b194131104b43e7df9a790def32e9d78a1587f1bff8a61c857a4ef0e92ccda2514455abe20c3febfc295ea39d065378d7255b180cf6f5d0b1110ee5d73f6b5b9777af9db17f6bedec00adf85a247430f33caad5145e76fc30e6715ee52e8868974cf54d108ce7088455709a10000000000000020507666696135516c106e259ae3d524b41ebdfbf9cf0d24fd8ee531e9cff4136d33874d8e2131dc5abe02ceb81655e7ad'}}]",0x12BB5bBbFE596dbc489d209299B8302c3300fa40,['Web3 Open Source Software Round' 'ENS Ecosystem'],2,<readability.readability.Readability object at 0x000001D5D44DFCA0>,,,,,,,,,,,,,,,,,,
110,0x474eff6770dca06e396e2c56e023418f69f44da1034c922e62b9072d8a9f8796,248.0,0x12BB5bBbFE596dbc489d209299B8302c3300fa40,PENDING,0,0,0,,0x86b0641777175a6bc4eeab5ae0c9f7dae0e656bb54d7da3d752e966fd4e1fc8a3b74dffcb32534b4a8af46042c8e83111fa28224e13f73e05559f2e4480e675a1b,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,0xDfd5e88aEF6D84798Ef6D5b71DCd31B61579Af20,1970-01-01,1674083163821,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:248,DeCartography,"DeCartography is a computational oracle that aims to provide
multidimensional ties such as Social Diversity and Social Distance
between wallet addresses based on their on-chain activity in
the Ethereum network. The goal is to provide a near-objective social
graph using the notion of common knowledge ""wisdom of the crowd""
by iterating subjective human evaluations of each address against a
community-defined cluster. Our current demo includes data from
the latest gitcoin round (Round 15).
",https://decartography.com/,bafybeibgc2tyjpqk6np5okyry3ilsfvua42ili32z3gnztinl62f25nqo4,bafkreierm2ks6g53fbpnggkvby4gcwt66am4ll6gdix65gynnp6gfupynm,1,bafkreieob57zxk76fi7czrk4mlt7mqwubhmvemihtrmaexcsg4lenmpisi,tkgshn,DeCartography,DeCartography,['https://www.w3.org/2018/credentials/v1'],['VerifiableCredential'],did:pkh:eip155:1:0xF60fB76e6AD89364Af3ffE72C447882bFe390331,"[{'hash': 'https://schema.org/Text', 'provider': 'https://schema.org/Text'}]",ClearTextTwitter#DeCartography,v0.0.0:M1wWzkcCMwGMEhLG5Q+Vms5543cCR3lpxfrBTlI/p/8=,did:key:z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC,2023-04-19T06:33:20.850Z,Ed25519Signature2018,assertionMethod,did:key:z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC#z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC,2023-04-19T06:33:20.850Z,eyJhbGciOiJFZERTQSIsImNyaXQiOlsiYjY0Il0sImI2NCI6ZmFsc2V9..bqX4skjVDBwZiVlm-1zF7_EhvFdQa-zS7diOdSGxuuVDrONvwOg05NNkjH9UStxr1v9AbVU3Rs7dEijILmVLAA,2023-07-18T06:33:20.850Z,['https://www.w3.org/2018/credentials/v1'],['VerifiableCredential'],did:pkh:eip155:1:0xF60fB76e6AD89364Af3ffE72C447882bFe390331,ClearTextGithubOrg#DeCartography#45249410,v0.0.0:kCdpp+zTT4MUQ2UNrhT3sVhfsS5I5ULr4iRWRZ51910=,"[{'hash': 'https://schema.org/Text', 'provider': 'https://schema.org/Text'}]",did:key:z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC,2023-04-19T08:27:03.667Z,Ed25519Signature2018,assertionMethod,did:key:z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC#z6MkghvGHLobLEdj1bgRLhS4LPGJAvbMA1tn2zcRyqmYU5LC,2023-04-19T08:27:03.667Z,eyJhbGciOiJFZERTQSIsImNyaXQiOlsiYjY0Il0sImI2NCI6ZmFsc2V9..uzLg925ePp_1BaTpEKxcpWSSoL6Y6_TmlX5PZFHPlGygRJD0MwoPaZh4tsozq8eQJJ_9lox4SoNYQy6OThCsBA,2023-07-18T08:27:03.667Z,"[{'questionId': 0, 'question': 'Email Address', 'type': 'email', 'hidden': True, 'encryptedAnswer': {'ciphertext': '7RMtDSHSuFVv8u+62OWMBDXsB70Q3zcrZtmmFslGH/q8neLEh4sac/ITHNyc4tHQ', 'encryptedSymmetricKey': '39fa158204c49051067f85ca6a5656ca46b1b1f9ac9cfa3d22a2cc3ac5dfd293dd4964620ee270758c4494043fc85908bd05e27b7fdba981464e64376b944ec2b438e1bcc8a2e1565ab258389bf03300ba87317dc035327901ad054aafa5e087cfba13e334a2dd4f7d3f3e29cb816b40558fc0fa1cac2223b52d218a32efbe940000000000000020e71e01242ff9b1e0dbbf20ab289b004f4f269285f1c66eb7b19c895e65114b1fd2da37a1d3c77c4212a44b65a64c998b'}}, {'questionId': 1, 'question': 'Previous project funding sources (VC, grants, token sales, etc)', 'type': 'short-answer', 'hidden': False, 'answer': 'none'}, {'questionId': 2, 'question': 'Total prior funding for project in USD', 'type': 'number', 'hidden': False, 'answer': '7000'}, {'questionId': 3, 'question': 'Total team size', 'type': 'number', 'hidden': False, 'answer': '3'}, {'questionId': 4, 'question': 'How old is the project? (Months)', 'type': 'number', 'hidden': False, 'answer': '12'}, {'questionId': 5, 'question': 'If you participated in past grant rounds using a different project payout wallet address, please share it here:', 'type': 'address', 'hidden': True, 'encryptedAnswer': {'ciphertext': 'VC7nqR0kPqPtOotqFX1D/jK+fVJJCjFLzuDSGJ0HU3E=', 'encryptedSymmetricKey': 'a5e6c1b9d09b452a2fd4a7537e63df5b51fc206e6d3918fc892a7bdb6506eda0ef6556656dfe4c7c8eb4b1a8921d0610086e7d420b47e71f236e8bff44c090a65c036cb99b5ecbd86d184ab8f5fdcca6e5b668ffc35a6c9961db677c94fbd79390bbfc87db1530bb795133d70181ae5b2acd2ce8abe73c3e38bcd2a81c8f79cb000000000000002026f2db7935b1c26fef3ee0e1e084f6871b0a92ab5b117c9a8dbce8e1392c87e7d2e13fb6a6cc2f2349f2a3fc2e13618f'}}, {'questionId': 6, 'question': 'Profiles or socials of other main team members publicly associated with project', 'type': 'paragraph', 'hidden': False, 'answer': 'https://twitter.com/0xcommune\nhttps://scrapbox.io/tkgshn-en/\nhttps://twitter.com/d0x471b'}, {'questionId': 7, 'question': 'Have you read and confirmed your grant abides by the Program General Eligibility Policy? https://gitcoin.notion.site/Gitcoin-Grants-Beta-Round-Eligibility-b7fca9fd3c26450b89ded11caaa6497f', 'type': 'multiple-choice', 'hidden': True, 'answer': 'Yes'}, {'questionId': 8, 'question': 'How does your project fit into the OSS round eligibility criteria? ', 'type': 'paragraph', 'hidden': True, 'answer': 'We have never raised any funds from VCs or others, and have been developing completely through OSS. Currently, we have released an Education Site related to Plural QF and a Demo of DeCartography. Our team is currently consisting of three members and we have decided to participate in this Gitcoin Grants round in order to increase our development speed.\n\n'}, {'questionId': 9, 'question': ""If you've participated in past grant rounds, please share any new updates or milestones from the prior months"", 'type': 'paragraph', 'hidden': False, 'answer': ''}, {'questionId': 10, 'question': ""Anything else you'd like to share about your project, previous work, or other project affiliations? Anything you'd like to add that has not been covered?"", 'type': 'paragraph', 'hidden': False, 'answer': 'https://decartography.github.io/docs/\nhttps://wtfipluralqf.decartography.com/\nhttps://gov.gitcoin.co/t/how-decartography-can-make-gitcoin-more-pluralistic/12566\nhttps://git.decartography.com/d0x471b/cartography-protocol'}, {'questionId': 11, 'question': 'Does 50% of your team reflect the diversity of the community your project serves with a particular emphasis on including women, Black, Indigenous, and People of Color (BIPoC), individuals with disabilities, and members of the LGBTQ+ community?', 'type': 'multiple-choice', 'hidden': True, 'encryptedAnswer': {'ciphertext': '9blzZAdHEgGyNs7VPqQql8dqZ7wA4e69L0sBKDg+Hkg=', 'encryptedSymmetricKey': 'ad169fed0765e8fa5db72e4f8b59ef2d6b9cf6bf2731e233dce926da3c6cf5cf4d72343a9aad260cd1851adb0adc6d03adac375cef6feae8ec299929b9a10225813d8ad46250a00e409fc773be1c5703e9c7712705567a599813fe830899deb409146863f11f24ab6c434300c00722ac10c8798dcfebe599483bc787935c0f670000000000000020c47ade5e15667b7db7d1b0fadbea780e516aabd382a8971ba4b820157900dc6c392b6afdb246c2849ad5d6b57ddb30a8'}}]",0x12BB5bBbFE596dbc489d209299B8302c3300fa40,['Web3 Open Source Software Round'],1,<readability.readability.Readability object at 0x000001D5E8FFBC10>,,,,,,,,,,,,,,,,,,
